sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A4at	C1	C1b	C39	C1w	C41	C3	C45d	C21ak	C39w	C83a	C1dq	123894_C	C3hr	C41j	C1af	C39u	C1du	C1a	C41l	257441_C	C1dr	C41o	C1dt	C1ae	C42.2	1501726_C	68638_C	1106_C	C4a	3636_C	C1ai	C1dl	4145_C	90804_C	C3hs	C1n	2660_C	96590_C	2833_C	1501809_C	C3ew	1182508_C	2685_C	2666_C	97645_C	C116	2664_C	406542_C	251581_C	2668_C	15428_C	C3i	3575_C	17565_C	1501700_C	2050_C	13932_C	2089_C	68637_C	C1v	C1ds	1501740_C	C41e	307_C	C41f	881_C	C39q	251820_C	C41b	870109_C	1501704_C	873773_C	C1c	C39j	C3ak	49384_C	17182_C	1501741_C	250245_C	15583_C	C39a	90828_C	2663_C	940170_C	1450569_C	6394_C	1501739_C	C93b	14775_C	1501701_C	1501727_C	C116l	1501699_C	1501736_C	C41a	7273_C	279062_C	C15h	C3dw	2839_C	5353_C	66475_C	71029_C	96796_C	1501722_C	8440_C	C1ap	1501702_C	650_C	C1f	1501703_C	C3cx	125744_C	72356_C	51198_C	17102_C	27517_C	11401_C	69058_C	18588_C	C15i	1501711_C	C1j	572751_C	1408_C	18283_C	1379665_C	150297_C	21938_C	C1au	13086_C	1126_C	2669_C	116412_C	1501830_C	2156_C	1501735_C	1501887_C	1167041_C	15472_C	96992_C	196860_C	16498_C	1501890_C	1501914_C	70133_C	28874_C	138295_C	10326_C	1501805_C	7528_C	62259_C	C115d	3629_C	7821_C	16815_C	25715_C	2092_C	403821_C	C3eq	C39s	1501902_C	192333_C	874270_C	10574_C	1501730_C	196458_C	1501715_C	174057_C	1501906_C	17505_C	C1cu	1501889_C	12786_C	69324_C	1501908_C	196_C	68666_C	3635_C	14429_C	26883_C	C3az	19017_C	1501742_C	185553_C	48318_C	48311_C	C3co	1501806_C	12213_C	1501743_C	1501737_C	1501744_C	196579_C	96833_C	72886_C	1501917_C	9770_C	1501907_C	C116f	1501915_C	138330_C	8441_C	4132_C	2727_C	154997_C	91106_C	1501903_C	C15k	1501904_C	8538_C	47195_C	1501731_C	878021_C	20928_C	18590_C	1501745_C	5078_C	2193_C	219115_C	9922_C	1501746_C	93976_C	1501747_C	12578_C	1501909_C	28056_C	2672_C	13271_C	96908_C	C41g	8635_C	12005_C	983504_C	196669_C	351_C	1501897_C	D1	D4	D4c	12086_D	D17d	D4f	D1h	D17c	1274672_D	D1r	D17e	D17j	2598_D	D5m	D17k	132119_D	D2	104655_D	D1as	14041_D	14522_D	473490_D	19491_D	19422_D	17968_D	11467_D	18844_D	D17q	10626_D	10201_D
132639	SA4747	SA4747_SA4747_N705-N510_L001_R1_001.fastq.gz	6707dde6e409142031092e3c5d0048473fc3a725ab2c11d2cf4bc12f649a9c6c	SA4747_SA4747_N705-N510_L001_R2_001.fastq.gz	c17f4dfb4dd6d4529b862c58c5200392d7ff063812a248a881856a77b4178d79	80741	71817	1113	71817	1113	0	0	0	0	69025	23	0	0	7567	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeideae	Coscinaraea	monile	27.78711667	35.12673333	2020-10-28	22.1	0	27272	13072	9511	1110	4521	0	0	0	0	0	0	0	0	1551	723	0	0	0	0	2084	0	0	0	475	0	0	0	881	544	0	576	0	473	0	0	977	0	0	0	0	0	0	731	0	0	0	314	0	0	664	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132804	NTN0038_25A	NTN0038-25A_NTN0038-25A_N703-N505_L001_R1_001.fastq.gz	feac1ab8a61a877cb37156d84a1293e23df9cdef491c56100438711e4fe4a00a	NTN0038-25A_NTN0038-25A_N703-N505_L001_R2_001.fastq.gz	a7d7da9e41229042b01952aaa0b58a10912de12c1de2c8b85daceeff08662400	109969	84251	3117	84251	3117	0	0	0	0	78774	32	0	0	11546	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeidae	Coscinaraea	monile	29.26300000	34.93125000	2020-10-22	62.9	0	26687	11367	7246	2320	2288	3844	1151	412	0	0	0	2549	1267	2663	1184	0	2114	0	909	1020	0	0	1371	839	0	0	0	445	911	0	655	0	578	0	0	0	0	0	854	0	0	0	569	579	683	0	558	0	0	505	0	0	630	0	0	0	0	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132493	SA4442	SA4442_SA4442_N703-N502_L001_R1_001.fastq.gz	10e51d2dfc6f4c3efc19fd5b2031307a349d24c6d9ffa675ae258cbf31732119	SA4442_SA4442_N703-N502_L001_R2_001.fastq.gz	1da61d5a8a1e0c77c229ebc83be32b6159aff00ee0bb2e3dbd635c66137aa28c	142735	117828	2364	117828	2364	0	0	0	0	114007	12	0	0	8820	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.64351667	35.30561667	2020-10-13	8.8	0	63218	9299	0	0	0	1571	0	0	0	0	15413	0	0	0	0	0	0	5015	0	0	6138	0	0	0	1266	3174	0	0	0	0	0	0	0	0	0	0	0	2130	0	0	3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509	0	0	0	0	0	0	0	0	2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132506	SA4470	SA4470_SA4470_N705-N503_L001_R1_001.fastq.gz	d441e0f500c080d3bd6e0093cd8488bcc7c56f3213dd4409dd5a840e6cad6bef	SA4470_SA4470_N705-N503_L001_R2_001.fastq.gz	e198bb8ad7fd633a840879daf690854374c924a2cca17285cd5d69ada7c4b737	93726	76267	1730	76267	1730	0	0	0	0	73145	14	0	0	5538	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.64511667	35.28633333	2020-10-14	17.3	0	38801	9289	0	0	0	1355	0	0	0	0	9061	0	0	0	0	0	0	2335	0	0	3251	0	0	0	1586	3149	0	0	0	0	0	0	0	0	0	0	0	985	0	0	1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132647	SA4760	SA4760_SA4760_N705-N511_L001_R1_001.fastq.gz	cc5eb17c7761d4c16b02a1d774b570a877ee4122e3cddc323f62e9be86fd5f5a	SA4760_SA4760_N705-N511_L001_R2_001.fastq.gz	f3f7b2ec2eeed6169131f37698d0746a010e2169aa8d88072718169bf994bab2	57386	49718	1132	49718	1132	0	0	0	0	48290	14	0	0	3394	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.78251667	35.17743333	2020-10-29	26.1	0	26312	5970	0	0	0	1172	0	0	0	0	5583	0	0	0	0	0	0	1654	0	0	1893	0	0	0	1253	1455	0	0	0	0	0	0	0	0	0	0	0	755	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132630	SA4733	SA4733_SA4733_N704-N508_L001_R1_001.fastq.gz	5780e11f4394bbd372551ba5214f21d906ce9ad4b0cec4e800ce22ca04b54e98	SA4733_SA4733_N704-N508_L001_R2_001.fastq.gz	090a12d317e2f1b8c59e919645ff03a90060e87058cf961eaf4fbb23a849d6f1	95527	81254	1790	81243	1788	0	0	11	2	78779	16	0	0	6330	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.77338333	35.14681667	2020-10-28	25.1	0	40136	14131	1025	0	1333	1895	0	0	0	0	4154	0	0	0	0	0	0	3539	0	0	3504	0	0	0	1348	3101	0	0	0	0	0	0	0	0	0	0	0	1614	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132808	NTN0048_14B	NTN0048-14B_NTN0048-14B_N701-N506_L001_R1_001.fastq.gz	48935ec333a91ad5bdb1d36f2749e61007727fb1823c06c300803d65be9174c0	NTN0048-14B_NTN0048-14B_N701-N506_L001_R2_001.fastq.gz	e430ddf28b2fdd7ed022c96a85d4bfb3d1b43341c5ff2ee431d7126c40b82fdc	162287	125419	3336	125419	3336	0	0	0	0	120328	38	0	0	12056	112	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.71480000	35.29290000	2020-11-01	57.0	0	53726	12740	0	0	0	2116	0	0	0	0	21237	0	0	0	0	0	0	2492	0	0	3781	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	0	0	2658	0	0	2435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2754	0	0	0	0	0	4969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	0	0	0	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	1399	0	0	0	0	0	0	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	299	379	0	42	0	0	47	0	32	28	28	0	8	0	0	115	0	45	15	14	13	12	11	11	11	9	8	8	8
132669	SA4740	SA4740_SA4740_N712-N508_L001_R1_001.fastq.gz	105de8c82323606497d14059d938a23d0d43d06910772acb20d130e5472872fb	SA4740_SA4740_N712-N508_L001_R2_001.fastq.gz	aed8251ed4a70655f0b0d2e40c8e38b7c216d117058d8f6cec3fe29dd322a7ce	101375	80462	2128	80462	2128	0	0	0	0	75716	20	0	0	5403	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.77338333	35.14681667	2020-10-28	12.3	0	31410	8922	0	0	0	1131	0	0	0	0	6142	0	0	0	0	0	0	1661	452	0	4016	0	0	0	1045	2710	0	0	0	0	0	0	0	0	0	0	0	1320	0	0	650	0	0	0	0	6671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2488	0	0	0	2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132559	SA4621	SA4621_SA4621_N710-N510_L001_R1_001.fastq.gz	d8b1addb481e74c6df7e3f09c47b7bcd525eafdb4dcf08b1ffa4d461241a361a	SA4621_SA4621_N710-N510_L001_R2_001.fastq.gz	e9ba6cef2b39534b926596eb42c78f151d564e2fddf32b5e5a9c04fbb1daa713	59718	45955	1608	45955	1608	0	0	0	0	42421	28	0	0	13021	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.87693333	34.83168333	2020-10-18	11.9	0	12104	0	0	0	0	6745	0	3579	5203	0	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419	0	0	0	0	0	0	1157	0	0	0	0	0	0	0	0	0	0	1769	0	1007	0	0	0	0	0	0	0	0	0	1185	0	0	0	0	0	489	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	330	0	0	0	312	0	308	0	0	0	0	289	0	286	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	227	0	0	0	0	216	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132584	SA4630	SA4630_SA4630_N715-N510_L001_R1_001.fastq.gz	b9782db61a0b8777b68d36d34da9951355db5a89e00a30ced9014cda4c720c74	SA4630_SA4630_N715-N510_L001_R2_001.fastq.gz	6f186bbffce3e4da2c58650f8ec4b186c8e35478baf74ab9e5260ec02cb8df86	79450	65000	1629	65000	1629	0	0	0	0	60196	25	0	0	11061	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.81760000	34.83086667	2020-10-18	23.9	0	18953	0	0	4944	0	5477	7755	2885	4429	0	0	314	0	0	0	0	0	0	1826	0	0	0	0	0	0	0	0	0	0	1268	0	0	0	0	0	0	0	0	0	0	0	1216	0	0	0	0	0	0	769	0	0	1507	0	0	0	0	0	0	0	1359	0	0	0	0	0	0	0	0	0	0	1269	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	275	0	0	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	787	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132564	SA4633	SA4633_SA4633_N703-N511_L001_R1_001.fastq.gz	647da02c52a4cbbe739f2bdc4ed5516f16a58602177b1c5cd9d0802256ac712e	SA4633_SA4633_N703-N511_L001_R2_001.fastq.gz	5e726091fa7707088d29f0ea30429606d63691fd3b6030b669de4b2dd4e04b43	52542	40492	1270	40492	1270	0	0	0	0	36835	23	0	0	6344	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Incertae sedis	Blastomussa	merleti	28.81760000	34.83086667	2020-10-18	19.0	0	10883	0	0	9946	0	1888	2702	609	1228	0	0	0	0	0	0	0	0	0	3001	0	0	0	0	0	0	0	0	0	0	1168	0	0	0	474	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	234	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	1008	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	271	0	778	287	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132638	SA4746	SA4746_SA4746_N704-N510_L001_R1_001.fastq.gz	ba683b10c1fa236a76ec5af15d26b390efee2ed8f003f57939f4990e05cc694f	SA4746_SA4746_N704-N510_L001_R2_001.fastq.gz	7250c4d497dab581b5f4c5001c8b20026b0a550417c4e50af4b2c51e5566b8f0	77994	66000	1400	66000	1400	0	0	0	0	64255	17	0	0	4205	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.78711667	35.12673333	2020-10-28	22.0	0	25756	5455	0	0	0	1332	0	0	0	21263	435	0	0	0	0	0	0	0	0	0	393	0	0	0	2018	0	0	0	0	0	0	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	461	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132682	SA4770	SA4770_SA4770_N703-N502_L001_R1_001.fastq.gz	53c2235dc02d039c4a49af050dc5c26bb102c893dbbe47a73e329ffc4cab1a56	SA4770_SA4770_N703-N502_L001_R2_001.fastq.gz	4633f305b5d35e8186f14073a5ffb672e8fef0b5c1d69dd4bf6ac0c051a3224e	41926	30562	962	30557	961	0	0	5	1	29058	18	0	0	1243	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.76626667	35.14978333	2020-10-29	19.1	0	13873	2961	1228	254	1063	622	0	0	0	5462	0	0	0	0	164	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	1146	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132730	SA4775	SA4775_SA4775_N710-N502_L001_R1_001.fastq.gz	78a10983ab9c8e3b81fa204e413db71221707f2cc22b25c80babb0267161e0d7	SA4775_SA4775_N710-N502_L001_R2_001.fastq.gz	b87e510897d798cab7bb6379bba44436d0a903ba4af731a5d21def1767609c97	98714	67030	2297	67030	2297	0	0	0	0	62140	21	0	0	4874	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Psammocoridae	Psammocora	profundacella	27.76511667	35.14888333	2020-10-29	12.3	0	24962	4158	0	0	0	1946	0	0	0	16510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	623	0	0	0	0	0	0	560	0	0	517	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132578	SA4546	SA4546_SA4546_N715-N506_L001_R1_001.fastq.gz	259165b05c5b890b740989f4fd59db343a27e52322339f0f2490d816afdd317f	SA4546_SA4546_N715-N506_L001_R2_001.fastq.gz	74ebffe56cefb23e1c56eb150c22e5cde0d2acf197d9fddd6ec7af0caed39f41	83787	68350	1647	68350	1647	0	0	0	0	64590	25	0	0	4519	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Coscinaraeideae	Coscinaraea	monile	27.64351667	35.30561667	2020-10-15	5.2	0	34619	10720	3583	1172	2671	395	0	0	0	0	0	0	0	0	1281	804	0	729	0	0	0	725	0	971	0	0	0	0	410	0	0	0	0	0	0	437	825	0	483	0	0	0	0	401	0	0	464	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	789	0	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0	371	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
