ITS2 type profile UID		66406	66474	66582	66584	66583	66797	66711	67315
Clade		A	B	C	C	C	C	C	C
Majority ITS2 sequence		A4a	B18b	C3	C3/C3dm	C3/C3cd	C3	C3	C3
Associated species		S. linucheae	None	None	None	None	None	None	None
ITS2 profile abundance local		1	1	193	20	19	4	4	1
ITS2 profile abundance DB		6	1	193	20	19	9	29	8
ITS2 type profile		A4/A4a	B18b	C3-C3de-C3bb-C21ae-C3an-C3s-C3dk	C3/C3dm-C3de-C3bb-C3cd-C21ae-C3an-C3s-C3dk	C3/C3cd-C3de-C3dn-C3bb-C21ae-C3an	C3-C3an-C3b-C21-C3fc-C3bb-C3s-C3fd	C3an/C3-C21-C3bb	C3-C3an
59552	CBC_236	0	0	0	153129.0	0	0	0	0
59343	CBC_026	0	0	0	0	62442.0	0	0	0
59461	CBC_144	0	0	0	0	22158.0	0	0	0
59474	CBC_157	0	0	0	0	100476.0	0	0	0
59358	CBC_041	0	0	0	0	50626.0	0	0	0
59401	CBC_084	0	0	0	0	31628.0	0	0	0
59496	CBC_179	0	0	0	0	156354.0	0	0	0
59477	CBC_160	0	0	0	0	125097.0	0	0	0
59466	CBC_149	0	0	0	0	64399.0	0	0	0
59356	CBC_039	0	0	0	0	141312.0	0	0	0
59476	CBC_159	0	0	0	0	87604.0	0	0	0
59469	CBC_152	0	0	0	0	100823.0	0	0	0
59393	CBC_076	0	0	0	0	163264.0	0	0	0
59504	CBC_187	0	0	0	0	93849.0	0	0	0
59319	CBC_002	0	0	0	0	122993.0	0	0	0
59352	CBC_035	0	0	0	0	132917.0	0	0	0
59431	CBC_114	0	0	0	0	126045.0	0	0	0
59374	CBC_057	0	108.0	0	0	52922.0	0	0	0
59337	CBC_020	0	0	0	0	143403.0	0	0	0
59375	CBC_058	0	0	0	0	69498.0	0	0	0
59472	CBC_155	0	0	0	0	0	127918.0	0	0
59362	CBC_045	0	0	0	0	0	161491.0	0	0
59500	CBC_183	0	0	0	0	0	109620.0	0	0
59432	CBC_115	0	0	0	0	0	125964.0	0	0
59437	CBC_120	343.0	0	0	0	0	0	123342.0	0
59351	CBC_034	0	0	0	0	0	0	50260.0	0
59479	CBC_162	0	0	0	0	0	0	44672.0	0
59480	CBC_163	0	0	0	0	0	0	23853.0	0
59415	CBC_098	0	0	0	0	0	0	0	14382.0
Sequence accession / SymPortal UID		40166-29206	71507	32-2554-982-38767-1354-38269-71161	32/71399-2554-982-53704-38767-1354-38269-71161	32/53704-2554-71427-982-38767-1354	32-1354-982-12353-41-80-38269-71406	32-1354-982-41	32-1354
Average defining sequence proportions and [stdev]		0.571[nan]-0.429[nan]	1.000[nan]	0.407[0.082]-0.237[0.039]-0.114[0.021]-0.098[0.022]-0.061[0.011]-0.043[0.009]-0.041[0.011]	0.292[0.089]/0.198[0.179]-0.173[0.053]-0.086[0.029]-0.075[0.053]-0.071[0.023]-0.044[0.016]-0.032[0.012]-0.028[0.010]	0.342[0.077]/0.238[0.149]-0.147[0.071]-0.105[0.082]-0.068[0.034]-0.064[0.034]-0.036[0.016]	0.710[0.116]-0.069[0.031]-0.064[0.048]-0.050[0.017]-0.037[0.051]-0.032[0.011]-0.028[0.011]-0.009[0.003]	0.466[0.123]-0.191[0.089]-0.183[0.033]-0.160[0.029]	0.898[nan]-0.102[nan]
